source	time	person	location	organization	miscellaneous
emptywheel	2014-08-29T00:00:00	duelferQ|adnan al-sweidawiQ|fadel al-hayaliQ|khudayrQ|charles duelferQ|foleyQ|abu bakrQ|saddam husseinQ|husseinQ|abu zubaydahQ|khalid sheikh mohammedQ|sheikhQ|rahim al-nashiriQ|james foleyQ|muhammed khudayr	baghdadQ|iraqQ|egyptQ|wmdQ|saddam	daily beastQ|ξ mukhabaratQ|abdQ|bush white houseQ|isisQ|justice departmentQ|ciaQ|islamic stateQ|nytQ|office of vice president cheney	qaedaQ|baathistsQ|mukhabarat
emptywheel	2014-08-29T00:00:00	support isisQ|lord byronQ|george orwellQ|isisQ|boyd tonkinQ|assadQ|bashar al-assadQ|cameronQ|keep calmQ|david cameronQ|tony blairQ|gabe moshenska	cataloniaQ|colombiaQ|venezuelaQ|ukQ|missolonghiQ|ecuadorQ|homageQ|wellingtonQ|iraqQ|syriaQ|spain	dad's armyQ|crown prosecution service	britonsQ|spanishQ|spanish civil warQ|britishQ|greekQ|islamicQ|terrorism actQ|second world warQ|britonQ|bbc
emptywheel	2014-08-29T00:00:00	aliQ|dick cheneyQ|muhammedQ|abu ali	iranQ|turkeyQ|idlibQ|syriaQ|middle east	dellQ|islamic state of iraqQ|greater us warQ|fsaQ|isisQ|foreign policyQ|ciaQ|islamic stateQ|fp	tunisian
emptywheel	2014-08-28T00:00:00	francoisQ|foleyQ|katherine hawkinsQ|didier francoisQ|james foley	syria	u.s. air forceQ|isisQ|justice departmentQ|ciaQ|islamic stateQ|al-qaeda	wapoQ|saudisQ|westernersQ|french
emptywheel	2014-08-28T00:00:00	josh roginQ|roginQ|paulQ|salem idrisQ|john mccainQ|idrisQ|bashar al-assadQ|mouaz moustafaQ|rand paulQ|politico	calif.Q|arizonaQ|reagan libraryQ|simi valleyQ|turkeyQ|syriaQ|kentucky	syrian emergency task forceQ|daily beastQ|executive directorQ|cbsQ|free syrian armyQ|weasel zippersQ|supreme military councilQ|the daily beastQ|hezbollah	turkey-syriaQ|
emptywheel	2014-08-28T00:00:00	theresa sheaQ|edward snowdenQ|pat leahy	tsQ|pen registersQ|trap	intercept's icreachQ|nsaQ|prtt internetQ|fbi prQ|ciaQ|fbi prttQ|icreachQ|trace'Q|fisaQ|fbiQ|prttQ|usa freedomQ|nsa's internetQ|br fisaQ|patriot actQ|nsa finally	secret
emptywheel	2014-08-27T00:00:00	fazul ahmad manawiQ|martin dempseyQ|john campbellQ|liwalQ|abdullah abdullahQ|joseph dunfordQ|ghaniQ|ghafour liwalQ|abdullahQ|john kerry	afghanistan	karzaiQ|talibanQ|new york timesQ|the ξ washington postQ|bilateral security agreementQ|nato	kabul-based
emptywheel	2014-08-26T00:00:00	mukaseyQ|michael mukaseyQ|wainsteinQ|vito potenzaQ|steven bradburyQ|jennifer granick	tab c.Q|nsa united states	protonQ|conducting similar communications metadata analysisQ|intelligence policyQ|ξ interceptQ|classified annexQ|nsaQ|interceptQ|acting general counselQ|five eyesQ|ciaQ|spcmaQ|general counsel of ciaQ|general counsel ofnsaQ|metadata'Q|icreachQ|ipQ|icQ|ic agenciesQ|dodQ|central intelligence agency'sQ|assistant attorney general ken wainstein	prttQ|internet-protocolQ|internetQ|counsel
emptywheel	2014-08-25T00:00:00	carlotta gallQ|abdullah'sQ|omar zakhilwalQ|ghaniQ|abdullahQ|many westernQ|mujib rahman rahimiQ|john kerry	kabulQ|afghanistan	sept.Q|reutersQ|new york timesQ|natoQ|bbc	westernQ|west
emptywheel	2014-08-23T00:00:00	zacarias moussaouiQ|george bushQ|jack goldsmithQ|muhammad naeem noor khanQ|dhiren barotQ|khalid sheikh mohammedQ|abu zubaydahQ|musaad aruchiQ|khanQ|barotQ|john brennanQ|babar ahmedQ|james clapperQ|tom ridgeQ|brennan	pakistanQ|ukQ|north americaQ|nyt	terrorist threat integration centerQ|nsaQ|inspector general'sQ|memoQ|bybee memoQ| scary memosQ|ciaQ|tenet declaration'Q|cia directorQ|wmdQ|scary plotQ|fbiQ|fisa courtQ|republican partyQ|scary memoQ|ksmQ|joint ig reportQ|doj	north americanQ|north american-basedQ|qaedaQ|britishQ|tenetQ|internet
emptywheel	2014-08-22T00:00:00	afkhamQ|mohammad zarifQ|javad zarifQ|mohammad javad zarifQ|zarifQ|marzieh afkhamQ|] arakQ|arak	tehranQ|iranQ|iraq	afpQ|foreign ministryQ|reutersQ|iranian news agencyQ|levantQ|foreign ministry spokeswoman marziyeh afkhamQ|unQ|state departmentQ|un ] security councilQ| afkhamQ|isilQ|irnaQ|takfiri islamic state of iraq	iranianQ|west
emptywheel	2014-08-21T00:00:00	tyeQ|amy klobucharQ|john napier tyeQ|dianne feinsteinQ|mark udallQ|joelQ|patrick toomeyQ|john carlinQ|james clapperQ|alexander joel	salonQ|fisa	senate intelligence committee chairQ|nsaQ|department of defenseQ|office of director of national intelligence civil liberties officerQ|privacyQ|spcmaQ|national security divisionQ| sectionsQ|department of justiceQ|intelligence oversight boardQ|executiveQ|acluQ|eoQ|ppdQ|civil liberties oversight boardQ|dniQ|civil liberties and privacy office	officeQ|internet
emptywheel	2014-08-21T00:00:00	keith alexanderQ|alexanderQ|primary order	bagramQ|yemenQ|gitmoQ|pr	nsaQ|pr / tt ordersQ|litigation support teamQ|department of defenseQ|fiscQ|brQ|executive branchQ|department of justiceQ|dodQ|pr / ttQ|department of justice or department of defenseQ|joint ig reportQ|doj	internet
emptywheel	2014-08-21T00:00:00	imran khanQ|nawaz sharifQ|marie harfQ|abdullah abdullahQ|kerryQ|harfQ|ashraf ghaniQ|sharifQ|john kerry	pakistanQ|afghanistan	state departmentQ|bilateral security agreement	afghansQ|afghanQ|cabinet
emptywheel	2014-08-20T00:00:00	rosenbergQ|fergusonQ|abdullah abdullahQ|hamid karzaiQ|ghaniQ|matthew rosenbergQ|sadatQ|abdullahQ|ashraf ghaniQ|abdul salem ismatQ|sayed noorullah sadat	walesQ|afghanistan	state departmentQ|timesQ|nato summitQ|new york timesQ|bilateral security agreement	afghan
emptywheel	2014-08-18T00:00:00	charlie savageQ|savageQ|kohQ|harold kohQ|david barron	yemen	department of justiceQ|olcQ|ciaQ|eoQ|awlaki	executive order
emptywheel	2014-08-18T00:00:00	imran khanQ|dawnQ|nawaz sharifQ|khanQ|ghaniQ|qadri	pakistanQ|islamabadQ|tarbela	patQ|ptiQ|reutersQ|red zoneQ|agpQ|chief justice nasirul mulkQ|supreme court	pakistanisQ|pakistani
emptywheel	2014-08-16T00:00:00	abdulmutallabQ|awlakiQ|nasir al-wuhayshiQ|claims awlakiQ|david barronQ|fahd al-qusoQ|umar farouk abdulmutallab	arabian peninsulaQ|arabicQ|saudi arabia	fbiQ|high value interrogation groupQ|icQ|higQ|olcQ|intelligence communityQ|ciaQ|anwar al-awlaki	undiebombQ|anwarQ|englishQ|al-majalaQ|bedouin
emptywheel	2014-08-16T00:00:00	jeremy scahillQ|gellmanQ|barton gellman	munichQ|californiaQ|germanyQ|operation aurora	british-owned gamma groupQ|flickr ] firstQ|googleQ|youtube	south korean
emptywheel	2014-08-14T00:00:00	siegel	nslb	nsdQ|olcQ|assistant general counselQ|foreign intelligence surveillance courtQ|ecpa nslQ|department's national security divisionQ|sectionQ|fisaQ|fbiQ|fbi headquartersQ|fisa courtQ|ecpa sectionQ|usa freedomQ|deputy general counselQ|igQ|national security law branchQ|ecpaQ|department's office of legal counselQ|nslQ|doj igQ|fbi general counsel	operations sectionQ|nslsQ|internet
emptywheel	2014-08-14T00:00:00	h.l. pohlmanQ|freedomQ|julian assangeQ|rottmanQ|pohlmanQ|leahyQ|judge james zagelQ|patrick leahyQ|gabe rottman	centerQ|leahy freedomQ|verizon	fedexQ|nsaQ|western unionQ|pclobQ|fiscQ|sectionQ|cnssQ|usa freedom actQ|attorney generalQ|usa freedomQ|usa freedumberQ|doj ig nsl reportQ|pclob'sQ|specific selection termQ|national security studiesQ|patriot actQ|nslQ|call detail record	governmentQ|cdrQ|internet
emptywheel	2014-08-14T00:00:00	goldsmithQ|comeyQ|jim comeyQ|judge colleen kollar-kotellyQ|jack goldsmithQ|tom delayQ|robert mueller	salon	executive branchQ|constitutionQ|doj	internetQ|fisa
emptywheel	2014-08-13T00:00:00	johnQ|andres fog rasmussenQ|ashraf ghaniQ|ashraf ghani ahmadzaiQ| rasmussenQ|fizullah zakiQ|mohammad khanQ|abdullah abdullahQ|ghaniQ|kerryQ|abdullahQ|john kerry	afghanistanQ|iraq	washington postQ|reutersQ|bsaQ|bilateral security agreementQ|nato	iraq-eraQ|afghan
emptywheel	2014-08-13T00:00:00	david sangerQ|michael haydenQ|edward snowden	natanzQ|israelQ|syria	nsaQ|us-based internetQ|tao	israeli-madeQ|israelisQ|syriansQ|internet
emptywheel	2014-08-12T00:00:00	wardakQ|george w. bushQ|richard bennettQ|abdullah abdullahQ|sayed muhammedQ|hamid karzaiQ|aghaQ|qandi aghaQ|ashraf ghaniQ|barack obamaQ|john kerry	paktiaQ|afghanistanQ|nerkhQ|iraqQ|chief	ansfQ|amnesty internationalQ|amnestyQ|rome statuteQ|amnesty international's asia pacific directorQ|natoQ|iccQ|maidan shahrQ|bsaQ|international criminal courtQ|us special forcesQ|special operations forcesQ|bilateral security agreement	afghansQ|afghan
emptywheel	2014-08-11T00:00:00	michael v. haydenQ|applicationQ|keith alexanderQ|david krisQ|waltonQ|alexanderQ|a. ξQ|u.s. armyQ|reggie waltonQ|directorQ|judge waltonQ|responseQ|john batesQ|air forceQ|keith b. alexanderQ|e. p.Q|remember batesQ|t. exhibitQ|pen registerQ|oversightQ|alberto gonzalesQ|judge batesQ|s. declaration	lawQ|signals intelligenceQ|expanded formQ|supportQ|part applicationQ|complianceQ|trace applicationQ|orderQ|processingQ|reinitiateQ|chief	fisc questions concerning nsa bulk metadata collection using pen register / trapQ|doj reportQ|prtt metadata program expiredQ|government's motionQ|tabQ|fisc nsaQ|fiscQ|fbiQ|fisa courtQ|fbi beforeQ|trace fisa reviewQ|unseal fisc documentsQ|special oversightQ|nsa chiefQ|attorney general and directorQ|national security agencyQ|signals intelligence directorateQ|ξ internetQ|use of pen register / trapQ|nsa's pen register trapQ|brief congressional intelligenceQ|fisc questionsQ|fisc memorandum opinion grantingQ|supplemental order requestingQ|trace devicesQ|support of application for pen registers and trapQ|metadata collection using pen register / trapQ|confirm understanding of issues relatingQ|nsaQ|judiciary committeesQ|order grantingQ|igQ|pen register / trapQ|after batesQ|special fisa oversightQ|auditQ|/ trapQ|potential complianceQ|second letterQ|order regarding pen register / trapQ|senate select committeeQ|prttQ|fisc orderQ|concerning nsa's complianceQ|first letterQ|fisc's authorizationQ|application for pen registers and trapQ|concerning nsa's implementation of authorityQ|foreign intelligence purposesQ|doj	batesQ|collect metadataQ|internet
emptywheel	2014-08-11T00:00:00	robert grenierQ|dick cheneyQ|grenierQ|dianne feinsteinQ|scooter libbyQ|obama'sQ|feinsteinQ|john mccainQ|cofer blackQ|susan collins	ciaQ|iraq	article iiQ|national securityQ|detainee treatment actQ|gang of fourQ|given ciaQ|gloves come off findingQ|ssciQ|gloves come off monQ|doj	executiveQ|u.s. congress
emptywheel	2014-08-11T00:00:00	pervez musharrafQ|imran khanQ|tahirul qadriQ|nawaz sharifQ|nawazQ|geo newsQ|tahir ul qadriQ|musharrafQ|imranQ|qadriQ|sharif	pakistanQ|islamabadQ|canada	rangersQ|patQ|ptiQ|pakistan armyQ|brigadeQ|pakistan awami tehreek	ncaa
emptywheel	2014-08-10T00:00:00	al swearengenQ|swearengenQ|suckQ|collQ|steve coll	libyaQ|europeQ|baghdadQ|iraqQ|erbil	obama administrationQ|isisQ|friedman unit'Q|war	kurdishQ|decadeQ|syriansQ|kurds
emptywheel	2014-08-08T00:00:00	jim whiteQ|robert caruso	pentagonQ|jordanQ|mahmourQ|turkeyQ|erbilQ|iraq	comp airQ|timesQ|isis' gwerQ|> tentQ|the pentagonQ|islamic stateQ|new york timesQ|hawker beechcraft kingQ|cessna	kurdishQ|hellfire
emptywheel	2014-08-08T00:00:00	flynnQ|bin ladenQ|lessons learnedQ|mike flynn	ukraineQ|capitol hillQ|iraqQ|syria	islamic state of iraqQ|al-qaedaQ|defense intelligence agency	islamicQ|westernQ|iraqi army
emptywheel	2014-08-07T00:00:00	mohammad nayabQ|greeneQ|gulab khanQ|army timesQ|harold j. greene	west pointQ|afghanistanQ|iraq	talibanQ|postQ|national defense universityQ|new york timesQ|natoQ|assistant secretaryQ|combined security transition command-afghanistanQ|washington postQ|tarin kowtQ|army ( acquisition , logistics and technologyQ|uruzgan provinceQ|cstc-aQ|bilateral security agreement	afghansQ|britishQ|germanQ|afghanQ|western
emptywheel	2014-08-06T00:00:00	pete hoekstraQ|amashQ|justin amashQ|foxQ|brian ellisQ|peteQ|hoekstraQ|ellisQ|saxby chamblissQ|max clelandQ|mike rogers	michigan	syrian christiansQ|mi republicansQ|al qaedaQ|planned parenthoodQ|republican congressmenQ|mi	arab-americanQ|qaedaQ|world cupQ|islamicQ|palestinianQ|gitmo
emptywheel	2014-08-05T00:00:00	mcchrystalQ|conor friedersdorfQ|keith alexanderQ|david petraeusQ|bob gatesQ|george bushQ|jonathan bernsteinQ|executive privilegeQ|michael hastingsQ|stanley mcchrystalQ|micah zenkoQ|john brennanQ|michael leiterQ|michael flynnQ|brennanQ|petraeusQ|admirals obama	afghanistan	national intelligence dennis blairQ|officeQ|george w.bQ|national securityQ|bloomberg viewQ|ciaQ|national counterterrorism center	presidency'sQ|natsec
emptywheel	2014-08-05T00:00:00	keith alexanderQ|mike rogers	fort meadeQ|maryland	nsa's information assurance divisionQ|capitol hill	cybercommand
emptywheel	2014-08-05T00:00:00	harold greeneQ|camp qarghaQ|afzal amanQ|ghulam sakiQ|michael yonQ|yonQ|der spiegel	kabulQ|afghanistanQ|greenQ|germanyQ|brusselsQ|qargha	khaama pressQ|july greenQ|since qarghaQ|googleQ|the timesQ|afghan national army officer academyQ|the washington postQ|anaQ|defense ministryQ|new york timesQ|afghan national security forcesQ|nato	britishQ|germanQ|afghanQ|u.s. armyQ|westernQ|nato-led
emptywheel	2014-08-04T00:00:00	jimQ|shakeel afridiQ|murilloQ|creative associatesQ|afridiQ| murillo	san joseQ|costa ricaQ|cuba	usaidQ|hivQ|ap	cubanQ|cubans
emptywheel	2014-08-03T00:00:00	john napier tyeQ|david coleQ|coleQ|leahyQ|john brennanQ|patricia waldQ|patrick leahyQ|surveillance costsQ|brennanQ|monitor all	georgetown	nsaQ|director of national intelligence counsel bob littQ|freedomQ|new america foundationQ|pclobQ|can congressQ|fbiQ|dc circuit courtQ|icQ|usa freedumberQ|hrwQ|human rights watchQ|prismQ|president's review groupQ|fisa amendments actQ|protect america actQ|new american foundationQ|senate judiciary committeeQ|nationQ|sectionQ|usa freedom actQ|senate intelligence committeeQ|committeeQ|acluQ|eoQ|call detail record	congressionalQ|nafQ|internet
emptywheel	2014-08-01T00:00:00	 sureQ|john brennanQ|brennan	pennsylvania	pentagonQ|igQ|twin towersQ|ciaQ|cia directorsQ|rdiQ|ssci	senator feinstein
emptywheel	2014-08-01T00:00:00	goodluck jonathanQ|laurie garrettQ|garrettQ|red crossQ|sheik umar khan	sierra leoneQ|guineaQ|liberiaQ|nigeriaQ|abujaQ|africaQ|atlantaQ|lagos	were ebolaQ|kaiser foundationQ|thomas w. geisbertQ|creative commonsQ|boston university school of medicineQ|world health organizationQ|ebolaQ|boko haram islamistQ|samaritan's purse	muslimQ|christianQ|nigerianQ|africanQ|westernQ|filovirus
emptywheel	2014-07-30T00:00:00	hillQ|dick cheneyQ|abu zubaydahQ|khalid sheikh mohammedQ|ambassadorQ|ambassadorsQ|darryl johnsonQ|powellQ|colin powellQ|chris hillQ|zubaydah	pakistanQ|east asiaQ|north koreaQ|thailandQ|iraqQ|geneva conventionsQ|south koreaQ|poland	director of central intelligenceQ|senate intelligence committeeQ|state departmentQ|apQ|stateQ|ciaQ|secretary of defenseQ|cia'sQ|national security adviserQ|national security agency	al-qaida
emptywheel	2014-07-30T00:00:00	reaganQ|ronald reagan	gazaQ|beirutQ|lebanonQ|israel	 tanks and military vehiclesQ|u.s. state departmentQ|defense departmentQ|defense assistance agreementQ|conventional arms transfer policyQ|reutersQ|unQ| executive forceQ|cnnQ|state departmentQ|unrwaQ|house foreign affairs committeeQ|united nationsQ|hamasQ|reagan administrationQ|jabalia elementary girls school	gaza-basedQ|israeliQ|palestinianQ|palestinians
emptywheel	2014-07-29T00:00:00	john robertsQ|barack obama	usa	nsaQ|usa freedomQ|intellectual propertyQ|western unionQ|ciaQ|specific selection termQ|section	leahyQ|fisc
emptywheel	2014-07-29T00:00:00	patrick leahyQ|pat leahy	fbiQ|usa	nsaQ|senate judiciary committeeQ|usa freedumberQ|federal bureau of investigation	section
emptywheel	2014-07-29T00:00:00	karzaiQ|ahmed wali karzaiQ|ghaniQ|hamid karzaiQ|hashmat karzaiQ|ashraf ghani	kandaharQ|karzQ|afghanistanQ|virginiaQ|eid	hashmat khalilQ|washington postQ|postQ|the postQ|reutersQ|new york timesQ|eid al-fitr muslimQ|asia security group	afghansQ|afghanQ|toyota
emptywheel	2014-07-28T00:00:00	fiscal year	afghanistanQ|syria	scipQ|operational verification of reliable logistics oversight databaseQ|ansfQ|ξ seriouslyQ|security cooperation information portalQ|sigarQ|dodQ|special inspector generalQ|afghan national security forcesQ|national defense authorization act	afghansQ|afghan
emptywheel	2014-07-28T00:00:00	joe liebermanQ|victor restisQ|ungarQ|dennis rossQ|hugo chavezQ|daganQ|restisQ|fran townsendQ|rami ungarQ|otto reichQ|richard dearloveQ|apuzzoQ|meir daganQ|matt apuzzo	iran	uaniQ|mossadQ|united against nuclear iranQ|treasuryQ|doj	mideast peaceQ|britishQ|israeliQ|greekQ|iranian
emptywheel	2014-07-26T00:00:00	porter gossQ|mcdonoughQ|dianne feinsteinQ|ken dilianianQ|michael haydenQ|mark mazzettiQ|george bushQ|george tenetQ|tenetQ|georgeQ|obama chiefQ|michael morellQ|john o. brennanQ|abu zubaydahQ|jose rodriguezQ|binyam mohamedQ|denis mcdonoughQ|cofer blackQ|brennanQ|john mclaughlinQ|black	northern virginia	staff ξ'Q|senate intelligence committeeQ|counterterrorism czarQ|ibn sheikh al-libi ξQ|c.i.a.Q|office of director of national intelligenceQ|ciaQ|cia directorQ|ξ central intelligence agency's	counterterrorism directorQ|qaeda
emptywheel	2014-07-25T00:00:00	assistance directorateQ|hillary clintonQ|mohammed bin nayefQ|clapperQ|john brennanQ|james clapperQ|king abdullahQ|brennanQ|republican guardQ|anwar al-awlaki	defenseQ|iranQ|kingdomQ|riyadhQ|saudi arabia	informationQ|nsaQ|moiQ|information paperQ|national securityQ|ciaQ|technical cooperation agreementQ|saudi moi third partyQ|tcaQ|third party sigintQ|tadQ|interior ;Q|aqapQ|third personQ|interior'sQ|kingdom's ministryQ|ministry of interior's technical affairs directorate	jecorQ|saudisQ|interceptQ|saudi aramcoQ|saudi
emptywheel	2014-07-24T00:00:00	kohlmannQ|james cromitieQ|david coleQ|samuel rascoffQ|hussainQ|williamsQ|mirzaQ|rascoffQ|najibullah zazi	maqsoodQ|budapestQ|europeQ|islamQ|aleppoQ|denverQ|ashlandQ|new yorkQ|iraqQ|syria	fbiQ|talibanQ|ξ treasuryQ|hrwQ|treasuryQ|bank of americaQ|holy land foundation	europeanQ|europeansQ|internetQ|doj
emptywheel	2014-07-24T00:00:00	khalid al-midharQ|chelsea manningQ|obama'sQ|edward snowden	libyaQ|qaedaQ|salonQ|syria	fbiQ|nsaQ|commissionQ|national security agency	hazmi
emptywheel	2014-07-24T00:00:00	abu zubaydahQ|rahim al-nashiriQ|joanna trzaska-wieczorekQ|zubaydah	ukQ|strasbourgQ|poland	senate intelligence committeeQ|human rightsQ|ciaQ|stare ξ kiejkutyQ|european court of human rights	european conventionQ|polish
emptywheel	2014-07-23T00:00:00	fallowsQ|john mecklinQ|mecklinQ|postolQ|ted postolQ|james fallowsQ|richard lloyd	west bankQ|gazaQ|gaza stripQ|israel	wikimedia commonsQ|for iron domeQ|national public radioQ|washington postQ|bulletin ξQ|postQ| domeQ|iron domesQ|atomic scientistsQ|hamasQ|iron dome	israeliQ|israel-palestineQ|palestiniansQ|mit-based
emptywheel	2014-07-23T00:00:00	james clapperQ|spencer ackermanQ|john kerry	buk	netroots nationQ|ministry of defenseQ|office of director of national intelligence	russiansQ|ukrainiansQ|ukrainian
emptywheel	2014-07-21T00:00:00	trevor aaronson	toledo	fbiQ|al jazeera englishQ|terror factoryQ|human rights watch	muslim
emptywheel	2014-07-21T00:00:00	full ginsburgQ|netroots nationQ|john brennanQ|kerryQ|john kerry	michiganQ|iranQ|russiaQ|ukraineQ|bukQ|kievQ|afghanistanQ|californiaQ|yemenQ|new yorkQ|iraqQ|syria	washington postQ|state of the unionQ|u.s. ξ embassyQ|national security caucusQ|cnn	malaysianQ|sa-11Q|russiansQ|ukrainian
emptywheel	2014-07-17T00:00:00	jhaQ|snowden'sQ|francisQ|rajesh jhaQ|james francis	ukQ|ireland	department of justiceQ|nsaQ|microsoft viceQ|mutual legal assistance treatiesQ|microsoftQ|stored communication	britsQ|english
emptywheel	2014-07-16T00:00:00	james lockhart-smithQ|marcos troyjoQ|vladimir putinQ|putinQ|narenda modi	rio de janeiroQ|latin americaQ|south africaQ|maplecroftQ|new yorkQ|havanaQ|argentinaQ|brazilQ|russiaQ|ukraineQ|moscowQ|germanyQ|indiaQ|lourdesQ|shanghaiQ|cubaQ|china	dilmaQ|new development bankQ|briclab centerQ|international monetary fundQ|dilma roussefQ|columbia universityQ|bricsQ|world bank	europeanQ|cubanQ|world cupQ|sigintQ|putin's
emptywheel	2014-07-15T00:00:00	will pittsQ|brahm resnikQ|y campQ|adam kwasmanQ|kwasman	arizona republicQ|mt. lemmonQ|arizonaQ|marana	watch brahm resnikQ|rite of passageQ| busQ|ymcaQ|arizona state legislature	murietta
emptywheel	2014-07-15T00:00:00	jack lewQ|alan graysonQ|keith alexanderQ|dianne feinsteinQ|kenneth bentsenQ|alexanderQ|michael chertoff	virginiaQ|wall streetQ|ashburn	nsaQ|homeland securityQ|high frequency tradingQ|sifmaQ|securities industry and financial markets associationQ|treasury departmentQ|main street americaQ|national security agencyQ|senate intelligence committeeQ|department of homeland securityQ|senate intelligenceQ|chertoff groupQ|quantum dawnQ|cybersecurity information sharing actQ|treasuryQ|industry	secretary
emptywheel	2014-07-14T00:00:00	david petraeusQ|michael barberoQ|malikiQ|nuri kamal	iranQ|afghanistanQ|baghdadQ|iraq	quds forceQ|and general dempseyQ|timesQ|us sees risksQ|new york times	shiiteQ|sunniQ|american-led
emptywheel	2014-07-14T00:00:00	keith alexanderQ|david albrightQ|josephQ|wipplQ|chief joseph wipplQ|lakeQ|die zeitQ|vladimir putinQ|jochen bittnerQ|eli lake	iranQ|europeQ|canadaQ|dresdenQ|new zealandQ|pakistanQ|russiaQ|australiaQ|east germanyQ|germanyQ|berlinQ|britain	fbiQ|euQ|bundesamt f�_r verfassungsschutz ξQ|bfvQ|five eyesQ|aq khanQ|ciaQ|kgbQ|european unionQ|sixth eye	qaedaQ|c.i.a.Q|germansQ|pakistaniQ|mexicanQ|germanQ|chineseQ|europeanQ|afghanQ|third world'Q|ttip
